29 1461 5.95
30 1480 21.42
31 1416 15.47
32 1201 20.90
33 1242 21.66
34 1184 22.72
35 1186 31.53
36 1272 25.24
37 1231 30.46
38 1301 37.13
39 1149 38.82
40 1106 52.17
41 1137 69.92
42 1345 56.80
43 1560 55.75
44 1541 69.70
45 1486 68.64
46 1711 66.04
47 1625 68.80
48 1533 74.69
49 1534 61.60
