Latitude Longitude
-41.4187 175.0004
-37.8119 177.5701
-43.2917 170.4851
-43.4807 172.8071
-43.6176 172.376
-43.5965 172.645
-38.517 178.7637
-38.574 178.83
-38.6212 175.7262
-43.5215 172.7745
-43.4692 172.7837
-38.3113 175.9904
-44.0438 169.5366
-38.6385 176.1671
-46.071 166.1061
-38.5632 178.9135
-38.5713 178.8509
-38.3092 178.9627
-43.4806 172.8612
-44.3757 168.794
-40.1227 174.832
-40.1592 174.8255
-39.7719 176.6055
-38.5236 178.8163
-37.7564 177.487
-43.6031 172.6647
-45.2895 166.9443
-37.8266 177.5618
-44.5514 167.5463
-44.4264 168.2547
-45.0549 167.5953
-39.0746 176.7208
-38.5232 178.8512
-45.1339 166.8282
-38.5092 178.8351
-43.5476 172.3068
-38.3501 176.0593
-33.6146 -178.0678
-43.5402 172.7798
-37.872 -179.5079
-38.5341 176.1084
-38.4061 178.0147
-39.2911 173.5674
-39.2603 173.6802
-44.4226 168.0575
-36.8715 177.5889
-34.6673 -179.6158
-38.5011 178.1932
-39.3126 173.6941
-44.1315 168.4115
-36.7603 178.6743
-40.5145 174.4079
-43.6038 172.4568
-39.8124 174.3384
-46.9269 166.0836
-46.4569 166.0676
-43.886 172.621
-39.9445 175.5912
-46.1691 166.239
-43.5959 172.7288
-43.6143 172.3694
-35.922 178.7977
-41.8483 173.9848
-39.3564 177.5776
-43.5122 172.8
-39.385 177.5853
